,Feature,Feature_importance
329,ACTIVE_AMT_CREDIT_SUM_MEAN_stdscl,0.002740704097340978
330,ACTIVE_AMT_CREDIT_SUM_SUM_stdscl,0.01408896651373653
331,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX_stdscl,0.0023827568106069242
332,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN_stdscl,0.008989449269374915
333,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM_stdscl,0.004379081728794024
334,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN_stdscl,0.00019991533840264407
335,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN_stdscl,0.009101471790121175
336,ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM_stdscl,0.0001786453280532708
337,ACTIVE_AMT_ANNUITY_MAX_stdscl,0.0005238229991235508
338,ACTIVE_AMT_ANNUITY_MEAN_stdscl,0.002278565423999926
339,ACTIVE_CNT_CREDIT_PROLONG_SUM_stdscl,0.0
340,ACTIVE_MONTHS_BALANCE_MIN_MIN_stdscl,0.0007416067663377837
341,ACTIVE_MONTHS_BALANCE_MAX_MAX_stdscl,1.7806572000173787e-05
342,ACTIVE_MONTHS_BALANCE_SIZE_MEAN_stdscl,0.0009909091735740216
343,ACTIVE_MONTHS_BALANCE_SIZE_SUM_stdscl,0.0021370985143546804
344,CLOSED_DAYS_CREDIT_MIN_stdscl,0.004610041116373817
345,CLOSED_DAYS_CREDIT_MAX_stdscl,0.01134017851672243
346,CLOSED_DAYS_CREDIT_MEAN_stdscl,0.004250219499039166
347,CLOSED_DAYS_CREDIT_VAR_stdscl,0.004671330391473461
348,CLOSED_DAYS_CREDIT_ENDDATE_MIN_stdscl,0.002008692970025959
349,CLOSED_DAYS_CREDIT_ENDDATE_MAX_stdscl,0.005874884729381181
350,CLOSED_DAYS_CREDIT_ENDDATE_MEAN_stdscl,0.003724684584496581
351,CLOSED_DAYS_CREDIT_UPDATE_MEAN_stdscl,0.003912538531539218
352,CLOSED_CREDIT_DAY_OVERDUE_MAX_stdscl,0.0
353,CLOSED_CREDIT_DAY_OVERDUE_MEAN_stdscl,0.0
354,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN_stdscl,0.005455284266211242
